"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Oct 18 02:21:45 GMT 2025","Sat Oct 18 02:21:45 GMT 2025","11","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/content/album/tracks/TestAlbumTracksServiceSuite","TestAlbumTracksServiceSuite","TestAlbumTracksServiceSuite","Test cases for TestAlbumTracksServiceSuite"
"passed","Sat Oct 18 02:21:48 GMT 2025","Sat Oct 18 02:21:48 GMT 2025","2","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/content/artist/avatar/TestArtistAvatarServiceSuite","TestArtistAvatarServiceSuite","TestArtistAvatarServiceSuite","Test cases for TestArtistAvatarServiceSuite"
"passed","Sat Oct 18 02:21:50 GMT 2025","Sat Oct 18 02:21:50 GMT 2025","3","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/content/playlist/privacy/TestPlaylistPrivacyChangerSuite","TestPlaylistPrivacyChangerSuite","TestPlaylistPrivacyChangerSuite","Test cases for TestPlaylistPrivacyChangerSuite"
"passed","Sat Oct 18 02:21:49 GMT 2025","Sat Oct 18 02:21:49 GMT 2025","2","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/content/playlist/aggregator/TestPlaylistAggregatorSuite","TestPlaylistAggregatorSuite","TestPlaylistAggregatorSuite","Test cases for TestPlaylistAggregatorSuite"
"passed","Sat Oct 18 02:21:51 GMT 2025","Sat Oct 18 02:21:51 GMT 2025","2","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/user/TestUserServiceSuite","TestUserServiceSuite","TestUserServiceSuite","Test cases for TestUserServiceSuite"
"passed","Sat Oct 18 02:21:51 GMT 2025","Sat Oct 18 02:21:51 GMT 2025","1","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/stat/consumer/TestListeningEventConsumer_Start","TestListeningEventConsumer_Start","TestListeningEventConsumer_Start","Test cases for TestListeningEventConsumer_Start"
"passed","Sat Oct 18 02:21:48 GMT 2025","Sat Oct 18 02:21:48 GMT 2025","5","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/content/genre/meta/TestGenreServiceSuite","TestGenreServiceSuite","TestGenreServiceSuite","Test cases for TestGenreServiceSuite"
"passed","Sat Oct 18 02:21:51 GMT 2025","Sat Oct 18 02:21:51 GMT 2025","2","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/content/track/meta/TestTrackMetaServiceSuite","TestTrackMetaServiceSuite","TestTrackMetaServiceSuite","Test cases for TestTrackMetaServiceSuite"
"passed","Sat Oct 18 02:23:09 GMT 2025","Sat Oct 18 02:23:09 GMT 2025","52","","Integration","","github.com/hahaclassic/orpheon/backend/tests/integration/TestPlaylistAccessFlow","TestPlaylistAccessFlow","TestPlaylistAccessFlow","Test cases for TestPlaylistAccessFlow"
"passed","Sat Oct 18 02:21:50 GMT 2025","Sat Oct 18 02:21:50 GMT 2025","2","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/content/playlist/policy/TestPlaylistPolicyServiceSuite","TestPlaylistPolicyServiceSuite","TestPlaylistPolicyServiceSuite","Test cases for TestPlaylistPolicyServiceSuite"
"passed","Sat Oct 18 02:21:48 GMT 2025","Sat Oct 18 02:21:48 GMT 2025","2","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/content/artist/meta/TestArtistMetaServiceSuite","TestArtistMetaServiceSuite","TestArtistMetaServiceSuite","Test cases for TestArtistMetaServiceSuite"
"passed","Sat Oct 18 02:21:49 GMT 2025","Sat Oct 18 02:21:49 GMT 2025","4","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/content/playlist/favorites/TestPlaylistFavoriteServiceSuite","TestPlaylistFavoriteServiceSuite","TestPlaylistFavoriteServiceSuite","Test cases for TestPlaylistFavoriteServiceSuite"
"passed","Sat Oct 18 02:21:49 GMT 2025","Sat Oct 18 02:21:49 GMT 2025","3","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/content/playlist/meta/TestPlaylistMetaServiceSuite","TestPlaylistMetaServiceSuite","TestPlaylistMetaServiceSuite","Test cases for TestPlaylistMetaServiceSuite"
"passed","Sat Oct 18 02:21:51 GMT 2025","Sat Oct 18 02:21:51 GMT 2025","1","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/stat/publisher/TestListeningEventPublisher_PublishListeningEvent","TestListeningEventPublisher_PublishListeningEvent","TestListeningEventPublisher_PublishListeningEvent","Test cases for TestListeningEventPublisher_PublishListeningEvent"
