"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 17 23:56:04 UTC 2025","Fri Oct 17 23:56:04 UTC 2025","4","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/content/playlist/deleter/TestPlaylistDeleterSuite","TestPlaylistDeleterSuite","TestPlaylistDeleterSuite","Test cases for TestPlaylistDeleterSuite"
"passed","Fri Oct 17 23:56:05 UTC 2025","Fri Oct 17 23:56:05 UTC 2025","3","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/content/playlist/tracks/TestPlaylistTrackServiceSuite","TestPlaylistTrackServiceSuite","TestPlaylistTrackServiceSuite","Test cases for TestPlaylistTrackServiceSuite"
"passed","Fri Oct 17 23:56:03 UTC 2025","Fri Oct 17 23:56:03 UTC 2025","3","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/content/playlist/cover/TestPlaylistCoverServiceSuite","TestPlaylistCoverServiceSuite","TestPlaylistCoverServiceSuite","Test cases for TestPlaylistCoverServiceSuite"
"passed","Fri Oct 17 23:56:03 UTC 2025","Fri Oct 17 23:56:03 UTC 2025","5","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/content/genre/meta/TestGenreServiceSuite","TestGenreServiceSuite","TestGenreServiceSuite","Test cases for TestGenreServiceSuite"
"passed","Fri Oct 17 23:56:06 UTC 2025","Fri Oct 17 23:56:06 UTC 2025","2","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/stat/processor/TestListeningStatServiceSuite","TestListeningStatServiceSuite","TestListeningStatServiceSuite","Test cases for TestListeningStatServiceSuite"
"passed","Fri Oct 17 23:56:00 UTC 2025","Fri Oct 17 23:56:00 UTC 2025","3","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/content/album/tracks/TestAlbumTracksServiceSuite","TestAlbumTracksServiceSuite","TestAlbumTracksServiceSuite","Test cases for TestAlbumTracksServiceSuite"
"passed","Fri Oct 17 23:56:05 UTC 2025","Fri Oct 17 23:56:05 UTC 2025","3","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/content/search/TestSearchServiceSuite","TestSearchServiceSuite","TestSearchServiceSuite","Test cases for TestSearchServiceSuite"
"passed","Fri Oct 17 23:56:00 UTC 2025","Fri Oct 17 23:56:02 UTC 2025","2139","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/content/artist/assign/TestArtistAssignServiceSuite","TestArtistAssignServiceSuite","TestArtistAssignServiceSuite","Test cases for TestArtistAssignServiceSuite"
"passed","Fri Oct 17 23:56:05 UTC 2025","Fri Oct 17 23:56:05 UTC 2025","3","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/content/track/segment/TestTrackSegmentServiceSuite","TestTrackSegmentServiceSuite","TestTrackSegmentServiceSuite","Test cases for TestTrackSegmentServiceSuite"
"passed","Fri Oct 17 23:56:04 UTC 2025","Fri Oct 17 23:56:04 UTC 2025","5","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/content/playlist/favorites/TestPlaylistFavoriteServiceSuite","TestPlaylistFavoriteServiceSuite","TestPlaylistFavoriteServiceSuite","Test cases for TestPlaylistFavoriteServiceSuite"
"passed","Fri Oct 17 23:56:02 UTC 2025","Fri Oct 17 23:56:02 UTC 2025","2","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/content/artist/avatar/TestArtistAvatarServiceSuite","TestArtistAvatarServiceSuite","TestArtistAvatarServiceSuite","Test cases for TestArtistAvatarServiceSuite"
"passed","Fri Oct 17 23:56:04 UTC 2025","Fri Oct 17 23:56:04 UTC 2025","3","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/content/playlist/policy/TestPlaylistPolicyServiceSuite","TestPlaylistPolicyServiceSuite","TestPlaylistPolicyServiceSuite","Test cases for TestPlaylistPolicyServiceSuite"
"passed","Fri Oct 17 23:56:06 UTC 2025","Fri Oct 17 23:56:06 UTC 2025","2","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/user/TestUserServiceSuite","TestUserServiceSuite","TestUserServiceSuite","Test cases for TestUserServiceSuite"
"passed","Fri Oct 17 23:55:59 UTC 2025","Fri Oct 17 23:55:59 UTC 2025","8","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/content/album/meta/TestMetaServiceSuite","TestMetaServiceSuite","TestMetaServiceSuite","Test cases for TestMetaServiceSuite"
"passed","Fri Oct 17 23:56:05 UTC 2025","Fri Oct 17 23:56:05 UTC 2025","1","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/content/track/audio/TestAudioFileServiceSuite","TestAudioFileServiceSuite","TestAudioFileServiceSuite","Test cases for TestAudioFileServiceSuite"
"passed","Fri Oct 17 23:56:02 UTC 2025","Fri Oct 17 23:56:02 UTC 2025","7","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/content/artist/meta/TestArtistMetaServiceSuite","TestArtistMetaServiceSuite","TestArtistMetaServiceSuite","Test cases for TestArtistMetaServiceSuite"
"passed","Fri Oct 17 23:56:03 UTC 2025","Fri Oct 17 23:56:03 UTC 2025","1","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/content/genre/assign/TestGenreAssignServiceSuite","TestGenreAssignServiceSuite","TestGenreAssignServiceSuite","Test cases for TestGenreAssignServiceSuite"
"passed","Fri Oct 17 23:56:06 UTC 2025","Fri Oct 17 23:56:06 UTC 2025","0","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/stat/consumer/TestListeningEventConsumer_Start","TestListeningEventConsumer_Start","TestListeningEventConsumer_Start","Test cases for TestListeningEventConsumer_Start"
