"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Oct 18 02:16:55 GMT 2025","Sat Oct 18 02:16:55 GMT 2025","4","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/content/track/meta/TestTrackMetaServiceSuite","TestTrackMetaServiceSuite","TestTrackMetaServiceSuite","Test cases for TestTrackMetaServiceSuite"
"passed","Sat Oct 18 02:16:53 GMT 2025","Sat Oct 18 02:16:53 GMT 2025","4","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/content/playlist/favorites/TestPlaylistFavoriteServiceSuite","TestPlaylistFavoriteServiceSuite","TestPlaylistFavoriteServiceSuite","Test cases for TestPlaylistFavoriteServiceSuite"
"passed","Sat Oct 18 02:16:54 GMT 2025","Sat Oct 18 02:16:54 GMT 2025","4","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/content/playlist/policy/TestPlaylistPolicyServiceSuite","TestPlaylistPolicyServiceSuite","TestPlaylistPolicyServiceSuite","Test cases for TestPlaylistPolicyServiceSuite"
"passed","Sat Oct 18 02:16:53 GMT 2025","Sat Oct 18 02:16:53 GMT 2025","6","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/content/playlist/deleter/TestPlaylistDeleterSuite","TestPlaylistDeleterSuite","TestPlaylistDeleterSuite","Test cases for TestPlaylistDeleterSuite"
"passed","Sat Oct 18 02:16:49 GMT 2025","Sat Oct 18 02:16:49 GMT 2025","5","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/content/album/meta/TestMetaServiceSuite","TestMetaServiceSuite","TestMetaServiceSuite","Test cases for TestMetaServiceSuite"
"passed","Sat Oct 18 02:16:55 GMT 2025","Sat Oct 18 02:16:55 GMT 2025","0","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/stat/consumer/TestListeningEventConsumer_Start","TestListeningEventConsumer_Start","TestListeningEventConsumer_Start","Test cases for TestListeningEventConsumer_Start"
"passed","Sat Oct 18 02:16:52 GMT 2025","Sat Oct 18 02:16:52 GMT 2025","2","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/content/genre/assign/TestGenreAssignServiceSuite","TestGenreAssignServiceSuite","TestGenreAssignServiceSuite","Test cases for TestGenreAssignServiceSuite"
"passed","Sat Oct 18 02:16:54 GMT 2025","Sat Oct 18 02:16:54 GMT 2025","13","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/content/playlist/meta/TestPlaylistMetaServiceSuite","TestPlaylistMetaServiceSuite","TestPlaylistMetaServiceSuite","Test cases for TestPlaylistMetaServiceSuite"
"passed","Sat Oct 18 02:16:56 GMT 2025","Sat Oct 18 02:16:56 GMT 2025","2","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/user/TestUserServiceSuite","TestUserServiceSuite","TestUserServiceSuite","Test cases for TestUserServiceSuite"
"passed","Sat Oct 18 02:16:53 GMT 2025","Sat Oct 18 02:16:53 GMT 2025","3","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/content/playlist/cover/TestPlaylistCoverServiceSuite","TestPlaylistCoverServiceSuite","TestPlaylistCoverServiceSuite","Test cases for TestPlaylistCoverServiceSuite"
"passed","Sat Oct 18 02:16:55 GMT 2025","Sat Oct 18 02:16:55 GMT 2025","0","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/stat/consumer/TestListeningEventConsumer_consumeListeningEvent","TestListeningEventConsumer_consumeListeningEvent","TestListeningEventConsumer_consumeListeningEvent","Test cases for TestListeningEventConsumer_consumeListeningEvent"
"passed","Sat Oct 18 02:16:55 GMT 2025","Sat Oct 18 02:16:55 GMT 2025","0","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/stat/publisher/TestListeningEventPublisher_PublishListeningEvent","TestListeningEventPublisher_PublishListeningEvent","TestListeningEventPublisher_PublishListeningEvent","Test cases for TestListeningEventPublisher_PublishListeningEvent"
"passed","Sat Oct 18 02:16:55 GMT 2025","Sat Oct 18 02:16:55 GMT 2025","2","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/stat/processor/TestListeningStatServiceSuite","TestListeningStatServiceSuite","TestListeningStatServiceSuite","Test cases for TestListeningStatServiceSuite"
"passed","Sat Oct 18 02:16:53 GMT 2025","Sat Oct 18 02:16:53 GMT 2025","3","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/content/license/TestLicenseServiceSuite","TestLicenseServiceSuite","TestLicenseServiceSuite","Test cases for TestLicenseServiceSuite"
"passed","Sat Oct 18 02:16:53 GMT 2025","Sat Oct 18 02:16:53 GMT 2025","5","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/content/playlist/aggregator/TestPlaylistAggregatorSuite","TestPlaylistAggregatorSuite","TestPlaylistAggregatorSuite","Test cases for TestPlaylistAggregatorSuite"
"passed","Sat Oct 18 02:16:54 GMT 2025","Sat Oct 18 02:16:54 GMT 2025","4","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/content/playlist/tracks/TestPlaylistTrackServiceSuite","TestPlaylistTrackServiceSuite","TestPlaylistTrackServiceSuite","Test cases for TestPlaylistTrackServiceSuite"
"passed","Sat Oct 18 02:16:50 GMT 2025","Sat Oct 18 02:16:50 GMT 2025","3","","Unit","","github.com/hahaclassic/orpheon/backend/internal/domain/services/content/album/tracks/TestAlbumTracksServiceSuite","TestAlbumTracksServiceSuite","TestAlbumTracksServiceSuite","Test cases for TestAlbumTracksServiceSuite"
